gene	genome	ko	gene_abundance
NC_019977.1_557	MAG_arc001	K08851	13.16
NC_019977.1_558	MAG_arc001	K01519	33.96
NC_019977.1_559	MAG_arc001		17.27
NC_019977.1_560	MAG_arc001	K07325	14.75
NC_019977.1_561	MAG_arc001	K07130	11.01
NC_019977.1_562	MAG_arc001	K04477	43.32
NC_019977.1_563	MAG_arc001	K09732	56.55
NC_019977.1_564	MAG_arc001	K02427	16.56
NC_019977.1_565	MAG_arc001		68.47
NC_019977.1_566	MAG_arc001	K01869	31.95
NC_019977.1_567	MAG_arc001	K09119	29.70
NC_019977.1_568	MAG_arc001	K02446	36.53
NC_019977.1_569	MAG_arc001	K15865	22.68
NC_019977.1_570	MAG_arc001	K03281	8.08
NC_019977.1_571	MAG_arc001		35.85
NC_019977.1_572	MAG_arc001	K01905; K24012	32.99
NC_019977.1_573	MAG_arc001	K06873; K13788	10.06
NC_019977.1_574	MAG_arc001	K20156	19.41
NC_019977.1_575	MAG_arc001	K00927	17.79
NC_019977.1_576	MAG_arc001	K09141	27.38
NC_019977.1_577	MAG_arc001		28.48
NC_019977.1_578	MAG_arc001		28.24
NC_019977.1_579	MAG_arc001		38.83
NC_019977.1_580	MAG_arc001	K06921	18.60
NC_019977.1_581	MAG_arc001	K07108	65.74
NC_019977.1_582	MAG_arc001		41.07
NC_019977.1_583	MAG_arc001	K00640	51.86
NC_019977.1_584	MAG_arc001	K01738	47.35
NC_019977.1_585	MAG_arc001		30.16
NC_019977.1_586	MAG_arc001	K01740	40.92
NC_019977.1_587	MAG_arc001	K06868	6.83
NC_019977.1_588	MAG_arc001		34.03
NC_019977.1_589	MAG_arc001		27.59
NC_019977.1_590	MAG_arc001		19.03
NC_019977.1_591	MAG_arc001		8.93
NC_019977.1_592	MAG_arc001	K14084	13.11
NC_019977.1_593	MAG_arc001	K02379	33.57
NC_019977.1_594	MAG_arc001	K04487; K11717	45.20
NC_019977.1_595	MAG_arc001		11.29
NC_019977.1_596	MAG_arc001	K07492	9.43
NC_019977.1_597	MAG_arc001	K11717	20.83
NC_019977.1_598	MAG_arc001	K03517	19.74
NC_019977.1_599	MAG_arc001	K21903	39.08
NC_019977.1_600	MAG_arc001	K01534; K01537	24.58
NC_019977.1_601	MAG_arc001		27.04
NC_019977.1_602	MAG_arc001		26.56
NC_019977.1_603	MAG_arc001		43.77
NC_019977.1_604	MAG_arc001		36.03
NC_019977.1_605	MAG_arc001	K03420	19.39
NC_019977.1_606	MAG_arc001		87.30
NC_019977.1_607	MAG_arc001		22.28
NC_019977.1_608	MAG_arc001		79.77
NC_019977.1_609	MAG_arc001	K03702	37.62
NC_019977.1_610	MAG_arc001		24.97
NC_019977.1_611	MAG_arc001	K01669	13.71
NC_019977.1_612	MAG_arc001	K18908	40.38
NC_019977.1_613	MAG_arc001	K00197	71.89
NC_019977.1_614	MAG_arc001		13.11
NC_019977.1_615	MAG_arc001	K03427	48.00
NC_019977.1_616	MAG_arc001		48.91
NC_019977.1_617	MAG_arc001		71.08
NC_019977.1_618	MAG_arc001	K01154	25.66
NC_019977.1_619	MAG_arc001		34.08
NC_019977.1_620	MAG_arc001		35.56
NC_019977.1_621	MAG_arc001	K01153	8.96
NC_019977.1_622	MAG_arc001		9.45
NC_019977.1_623	MAG_arc001	K09700	22.70
NC_019977.1_624	MAG_arc001		13.40
NC_019977.1_625	MAG_arc001	K22221	17.81
NC_019977.1_626	MAG_arc001		38.18
NC_019977.1_627	MAG_arc001	K09807	52.97
NC_019977.1_628	MAG_arc001		21.73
NC_019977.1_629	MAG_arc001	K14392	83.51
NC_019977.1_630	MAG_arc001		74.06
NC_019977.1_631	MAG_arc001		22.57
NC_019977.1_632	MAG_arc001		13.37
NC_019977.1_633	MAG_arc001	K17734	9.35
NC_019977.1_634	MAG_arc001	K01733; K06037	47.80
NC_019977.1_635	MAG_arc001	K03699	28.52
NC_019977.1_636	MAG_arc001	K08151	24.31
NC_019977.1_637	MAG_arc001		18.59
NC_019977.1_638	MAG_arc001	K03926	14.68
NC_019977.1_639	MAG_arc001	K03166	15.50
NC_019977.1_640	MAG_arc001	K03167	46.50
NC_019977.1_641	MAG_arc001		21.54
NC_019977.1_642	MAG_arc001	K04800	39.75
NC_019977.1_643	MAG_arc001		68.79
NC_019977.1_644	MAG_arc001		61.27
NC_019977.1_645	MAG_arc001		91.01
NC_019977.1_646	MAG_arc001		27.04
NC_019977.1_647	MAG_arc001	K01687	16.54
NC_019977.1_648	MAG_arc001		20.15
NC_019977.1_649	MAG_arc001	K07027	52.30
NC_019977.1_650	MAG_arc001	K00966; K16881	51.31
NC_019977.1_651	MAG_arc001		24.57
NC_019977.1_652	MAG_arc001	K03775	49.04
NC_019977.1_653	MAG_arc001		20.51
NC_019977.1_654	MAG_arc001		55.46
NC_019977.1_655	MAG_arc001	K04763	11.08
NC_019977.1_656	MAG_arc001		30.16
NC_019977.1_657	MAG_arc001		39.07
NC_019977.1_658	MAG_arc001		13.01
NC_019977.1_659	MAG_arc001		12.38
NC_019977.1_660	MAG_arc001		15.27
NC_019977.1_661	MAG_arc001		29.84
NC_019977.1_662	MAG_arc001		44.89
NC_019977.1_663	MAG_arc001		224.18
NC_019977.1_664	MAG_arc001	K02316	10.41
NC_019977.1_665	MAG_arc001	K06919	37.37
NC_019977.1_666	MAG_arc001		14.61
NC_019977.1_667	MAG_arc001		21.25
NC_019977.1_668	MAG_arc001		67.03
NC_019977.1_669	MAG_arc001	K07504	45.17
NC_019977.1_670	MAG_arc001		52.74
NC_019977.1_671	MAG_arc001	K02238	23.06
NC_019977.1_672	MAG_arc001		20.95
NC_019977.1_673	MAG_arc001		25.20
NC_019977.1_674	MAG_arc001	K01703; K16792	18.40
NC_019977.1_675	MAG_arc001		25.12
NC_019977.1_676	MAG_arc001	K00021	14.13
NC_019977.1_677	MAG_arc001		20.98
NC_019977.1_678	MAG_arc001	K08482	37.37
NC_019977.1_679	MAG_arc001	K07496	14.15
NC_019977.1_680	MAG_arc001	K07496	39.67
NC_019977.1_681	MAG_arc001	K07557	10.08
NC_019977.1_682	MAG_arc001		21.01
NC_019977.1_683	MAG_arc001	K07496	14.88
NC_019977.1_684	MAG_arc001	K10907	29.26
NC_019977.1_685	MAG_arc001	K03719	23.42
NC_019977.1_686	MAG_arc001	K02995	30.72
NC_019977.1_687	MAG_arc001	K00784	11.08
NC_019977.1_688	MAG_arc001		30.57
NC_019977.1_689	MAG_arc001	K07392	53.16
NC_019977.1_690	MAG_arc001	K07636	47.49
NC_019977.1_691	MAG_arc001	K00764	36.84
NC_019977.1_692	MAG_arc001	K04796	33.64
NC_019977.1_693	MAG_arc001	K21219	27.90
NC_019977.1_694	MAG_arc001	K16317	26.86
NC_019977.1_695	MAG_arc001	K07583	10.48
NC_019977.1_696	MAG_arc001	K02889	28.76
NC_019977.1_697	MAG_arc001	K03051	20.50
NC_019977.1_698	MAG_arc001	K07572	25.18
NC_019977.1_699	MAG_arc001	K02528	16.36
NC_019977.1_700	MAG_arc001	K02493; K19589	32.93
NC_019977.1_701	MAG_arc001	K00175	9.48
NC_019977.1_702	MAG_arc001	K00174	65.44
NC_019977.1_703	MAG_arc001	K08482	41.32
NC_019977.1_704	MAG_arc001	K01588	33.13
NC_019977.1_705	MAG_arc001	K04093	23.03
NC_019977.1_706	MAG_arc001		17.37
NC_019977.1_707	MAG_arc001	K00205	31.00
NC_019977.1_708	MAG_arc001	K00200	27.14
NC_019977.1_709	MAG_arc001	K00202	38.80
NC_019977.1_710	MAG_arc001	K00203	26.92
NC_019977.1_711	MAG_arc001	K00201	12.50
NC_019977.1_712	MAG_arc001	K02379	40.86
NC_019977.1_713	MAG_arc001	K22011	58.24
NC_019977.1_714	MAG_arc001	K08587	38.12
NC_019977.1_715	MAG_arc001		20.15
NC_019977.1_716	MAG_arc001	K03695	16.14
NC_019977.1_717	MAG_arc001		15.49
NC_019977.1_718	MAG_arc001	K13993	21.72
NC_019977.1_719	MAG_arc001	K04077	26.08
NC_019977.1_720	MAG_arc001	K04078	40.33
NC_019977.1_721	MAG_arc001		43.15
NC_019977.1_722	MAG_arc001	K03635; K03753	22.92
NC_019977.1_723	MAG_arc001	K03630	25.77
NC_019977.1_724	MAG_arc001		73.86
NC_019977.1_725	MAG_arc001	K00179	21.62
NC_019977.1_726	MAG_arc001	K01170	37.08
NC_019977.1_727	MAG_arc001		14.62
NC_019977.1_728	MAG_arc001	K03665	12.06
NC_019977.1_729	MAG_arc001	K07053	14.25
NC_019977.1_730	MAG_arc001	K09154	8.32
NC_019977.1_731	MAG_arc001	K05966	24.40
NC_019977.1_732	MAG_arc001	K05540	121.50
NC_019977.1_733	MAG_arc001		53.17
NC_019977.1_734	MAG_arc001	K00260	89.09
NC_019977.1_735	MAG_arc001	K06988	65.01
NC_019977.1_736	MAG_arc001	K01007	34.84
NC_019977.1_737	MAG_arc001	K22083	32.84
NC_019977.1_738	MAG_arc001		66.01
NC_019977.1_739	MAG_arc001	K13668; K16699	31.02
NC_019977.1_740	MAG_arc001		23.65
NC_019977.1_741	MAG_arc001	K14080	19.64
NC_019977.1_742	MAG_arc001		83.44
NC_019977.1_743	MAG_arc001		22.02
NC_019977.1_744	MAG_arc001	K00661	46.65
NC_019977.1_745	MAG_arc001		12.98
NC_019977.1_746	MAG_arc001		30.28
NC_019977.1_747	MAG_arc001	K00812; K19793	42.69
NC_019977.1_748	MAG_arc001	K03709	18.19
NC_019977.1_749	MAG_arc001	K04758	45.92
NC_019977.1_750	MAG_arc001	K04759	37.80
NC_019977.1_751	MAG_arc001		44.88
NC_019977.1_752	MAG_arc001		50.37
NC_019977.1_753	MAG_arc001	K16183	25.62
NC_019977.1_754	MAG_arc001	K02234	32.06
NC_019977.1_755	MAG_arc001	K14081	10.79
NC_019977.1_756	MAG_arc001	K04480	26.80
NC_019977.1_757	MAG_arc001	K14080	22.19
NC_019977.1_758	MAG_arc001	K03724; K11927	41.61
NC_019977.1_759	MAG_arc001	K06953	38.67
NC_019977.1_760	MAG_arc001	K00809	39.92
NC_019977.1_761	MAG_arc001	K01591	69.31
NC_019977.1_762	MAG_arc001	K01524	16.61
NC_019977.1_763	MAG_arc001	K00937	74.68
NC_019977.1_764	MAG_arc001	K18446	29.61
NC_019977.1_765	MAG_arc001		9.49
NC_019977.1_766	MAG_arc001	K23753	92.58
NC_019977.1_767	MAG_arc001	K18446	26.27
NC_019977.1_768	MAG_arc001	K01960	38.19
NC_019977.1_769	MAG_arc001	K01959; K01961	25.17
NC_019977.1_770	MAG_arc001	K03524	43.80
NC_019977.1_771	MAG_arc001		62.56
NC_019977.1_772	MAG_arc001		13.81
NC_019977.1_773	MAG_arc001		72.67
NC_019977.1_774	MAG_arc001	K09148	21.27
NC_019977.1_775	MAG_arc001	K10726	40.80
NC_019977.1_776	MAG_arc001	K02533	21.39
NC_019977.1_777	MAG_arc001	K06133	16.87
NC_019977.1_778	MAG_arc001		13.64
NC_019977.1_779	MAG_arc001	K07179	17.42
NC_019977.1_780	MAG_arc001	K09150	18.98
NC_019977.1_781	MAG_arc001		20.64
NC_019977.1_782	MAG_arc001	K03752	37.38
NC_019977.1_783	MAG_arc001		10.25
NC_019977.1_784	MAG_arc001		65.61
NC_019977.1_785	MAG_arc001		59.73
NC_019977.1_786	MAG_arc001	K07041	27.94
NC_019977.1_787	MAG_arc001	K03168	90.13
NC_019977.1_788	MAG_arc001		13.73
NC_019977.1_789	MAG_arc001		32.81
NC_019977.1_790	MAG_arc001		124.45
NC_019977.1_791	MAG_arc001	K01886	28.34
NC_019977.1_792	MAG_arc001		10.48
NC_019977.1_793	MAG_arc001	K01557; K18336	55.96
NC_019977.1_794	MAG_arc001		24.26
NC_019977.1_795	MAG_arc001		38.96
NC_019977.1_796	MAG_arc001		48.62
NC_019977.1_797	MAG_arc001	K02823	25.44
NC_019977.1_798	MAG_arc001	K00226; K17828	18.46
NC_019977.1_799	MAG_arc001	K01749	26.25
NC_019977.1_800	MAG_arc001	K01845; K07250	34.00
NC_019977.1_801	MAG_arc001	K01698	27.60
NC_019977.1_802	MAG_arc001	K02492	53.54
NC_019977.1_803	MAG_arc001	K24866	39.30
NC_019977.1_804	MAG_arc001	K22225	26.71
NC_019977.1_805	MAG_arc001	K22225	20.83
NC_019977.1_806	MAG_arc001	K22227	26.36
NC_019977.1_807	MAG_arc001		45.81
NC_019977.1_808	MAG_arc001	K02197	28.14
NC_019977.1_809	MAG_arc001	K02523	23.69
NC_019977.1_810	MAG_arc001	K22227	16.58
NC_019977.1_811	MAG_arc001		28.51
NC_019977.1_812	MAG_arc001	K02123	13.89
NC_019977.1_813	MAG_arc001	K02124	13.20
NC_019977.1_814	MAG_arc001	K02121	38.39
NC_019977.1_815	MAG_arc001	K02119	15.61
NC_019977.1_816	MAG_arc001	K02122	58.18
NC_019977.1_817	MAG_arc001	K02117	10.68
NC_019977.1_818	MAG_arc001	K02118	93.24
NC_019977.1_819	MAG_arc001	K02120	16.31
NC_019977.1_820	MAG_arc001	K03564	13.67
NC_019977.1_821	MAG_arc001	K01586	52.30
NC_019977.1_822	MAG_arc001		16.47
NC_019977.1_823	MAG_arc001		27.31
NC_019977.1_824	MAG_arc001		69.85
NC_019977.1_825	MAG_arc001		15.96
NC_019977.1_826	MAG_arc001		24.18
NC_019977.1_827	MAG_arc001		36.06
NC_019977.1_828	MAG_arc001		35.51
NC_019977.1_829	MAG_arc001		13.33
NC_019977.1_830	MAG_arc001	K01939	12.58
NC_019977.1_831	MAG_arc001	K02966	70.98
NC_019977.1_832	MAG_arc001	K06875	7.93
NC_019977.1_833	MAG_arc001	K07585	40.37
NC_019977.1_834	MAG_arc001	K02910	35.67
NC_019977.1_835	MAG_arc001	K03264	17.92
NC_019977.1_836	MAG_arc001	K02944	21.22
NC_019977.1_837	MAG_arc001	K04797	34.87
NC_019977.1_838	MAG_arc001	K03110	57.43
NC_019977.1_839	MAG_arc001	K01695	26.62
NC_019977.1_840	MAG_arc001	K01696	13.66
NC_019977.1_841	MAG_arc001	K03973	29.73
NC_019977.1_842	MAG_arc001	K01609	36.48
NC_019977.1_843	MAG_arc001	K07325	10.46
NC_019977.1_844	MAG_arc001	K07325	28.52
NC_019977.1_845	MAG_arc001		27.79
NC_019977.1_846	MAG_arc001		54.64
NC_019977.1_847	MAG_arc001	K07325	25.35
NC_019977.1_848	MAG_arc001	K07325	8.84
NC_019977.1_849	MAG_arc001		17.31
NC_019977.1_850	MAG_arc001		34.32
NC_019977.1_851	MAG_arc001	K11407	20.89
NC_019977.1_852	MAG_arc001		26.27
NC_019977.1_853	MAG_arc001		38.73
NC_019977.1_854	MAG_arc001		41.91
NC_019977.1_855	MAG_arc001		25.38
NC_019977.1_856	MAG_arc001		11.85
NC_019977.1_857	MAG_arc001	K08482	47.08
NC_019977.1_858	MAG_arc001		27.24
NC_019977.1_859	MAG_arc001		8.58
NC_019977.1_860	MAG_arc001		15.24
NC_019977.1_861	MAG_arc001		32.29
NC_019977.1_862	MAG_arc001		13.10
NC_019977.1_863	MAG_arc001	K09011; K10977	13.57
NC_019977.1_864	MAG_arc001	K00858	43.73
NC_019977.1_865	MAG_arc001	K01092; K10047	14.39
NC_019977.1_866	MAG_arc001	K00150	35.55
NC_019977.1_867	MAG_arc001	K06964	21.24
NC_019977.1_868	MAG_arc001	K09116	27.88
NC_019977.1_869	MAG_arc001		46.44
NC_019977.1_870	MAG_arc001	K07301	38.89
NC_019977.1_871	MAG_arc001		15.79
NC_019977.1_872	MAG_arc001		11.59
NC_019977.1_873	MAG_arc001	K06196	50.39
NC_019977.1_874	MAG_arc001		7.83
NC_019977.1_875	MAG_arc001		50.51
NC_019977.1_876	MAG_arc001		99.66
NC_019977.1_877	MAG_arc001	K03325	9.09
NC_019977.1_878	MAG_arc001	K21903	11.75
NC_019977.1_879	MAG_arc001	K03325	2.66
NC_019977.1_880	MAG_arc001	K07090	49.09
NC_019977.1_881	MAG_arc001	K03284	6.32
NC_019977.1_882	MAG_arc001		34.38
NC_019977.1_883	MAG_arc001	K03892	25.39
NC_019977.1_884	MAG_arc001	K07089	39.18
NC_019977.1_885	MAG_arc001		21.95
NC_019977.1_886	MAG_arc001		24.63
NC_019977.1_887	MAG_arc001		13.58
NC_019977.1_888	MAG_arc001	K00577	55.39
NC_019977.1_889	MAG_arc001		106.37
NC_019977.1_890	MAG_arc001		14.67
NC_019977.1_891	MAG_arc001	K07095; K07313	47.71
NC_019977.1_892	MAG_arc001	K07089	25.97
NC_019977.1_893	MAG_arc001		44.69
NC_019977.1_894	MAG_arc001	K01473	24.97
NC_019977.1_895	MAG_arc001	K04767	17.91
NC_019977.1_896	MAG_arc001	K00830	17.79
NC_019977.1_897	MAG_arc001		33.79
NC_019977.1_898	MAG_arc001	K00794	24.90
NC_019977.1_899	MAG_arc001	K00812	15.83
NC_019977.1_900	MAG_arc001	K03272; K14656	32.90
NC_019977.1_901	MAG_arc001	K23975	28.13
NC_019977.1_902	MAG_arc001	K23976	14.58
NC_019977.1_903	MAG_arc001	K09740	27.41
NC_019977.1_904	MAG_arc001		76.05
NC_019977.1_905	MAG_arc001		31.61
NC_019977.1_906	MAG_arc001	K00384	37.50
NC_019977.1_907	MAG_arc001		160.54
NC_019977.1_908	MAG_arc001		48.48
NC_019977.1_909	MAG_arc001	K06287	69.23
NC_019977.1_910	MAG_arc001		35.56
NC_019977.1_911	MAG_arc001		64.41
NC_019977.1_912	MAG_arc001	K07144	21.71
NC_019977.1_913	MAG_arc001	K07072	27.32
NC_019977.1_914	MAG_arc001	K06914	14.31
NC_019977.1_915	MAG_arc001		25.13
NC_019977.1_916	MAG_arc001	K03687	40.99
NC_019977.1_917	MAG_arc001	K04043	18.77
NC_019977.1_918	MAG_arc001	K03686; K09510	60.55
NC_019977.1_919	MAG_arc001	K03499	40.05
NC_019977.1_920	MAG_arc001	K03498	65.86
NC_019977.1_921	MAG_arc001	K17830	24.88
NC_019977.1_922	MAG_arc001	K14941	69.70
NC_019977.1_923	MAG_arc001	K11781	24.90
NC_019977.1_924	MAG_arc001	K11781	15.26
NC_019977.1_925	MAG_arc001	K11780	121.61
NC_019977.1_926	MAG_arc001	K09835	13.43
NC_019977.1_927	MAG_arc001	K07503	25.02
NC_019977.1_928	MAG_arc001		16.52
NC_019977.1_929	MAG_arc001		21.22
NC_019977.1_930	MAG_arc001		19.72
NC_019977.1_931	MAG_arc001	K07301	83.10
NC_019977.1_932	MAG_arc001		16.00
NC_019977.1_933	MAG_arc001	K03775	20.16
NC_019977.1_934	MAG_arc001	K03406; K07718	20.63
NC_019977.1_935	MAG_arc001		52.03
NC_019977.1_936	MAG_arc001	K14392	37.38
NC_019977.1_937	MAG_arc001		48.98
NC_019977.1_938	MAG_arc001	K03307	18.90
NC_019977.1_939	MAG_arc001	K13985	23.28
NC_019977.1_940	MAG_arc001		14.14
NC_019977.1_941	MAG_arc001		66.75
NC_019977.1_942	MAG_arc001		31.09
NC_019977.1_943	MAG_arc001	K07485	35.51
NC_019977.1_944	MAG_arc001		35.51
NC_019977.1_945	MAG_arc001		8.88
NC_019977.1_946	MAG_arc001	K07059	57.12
NC_019977.1_947	MAG_arc001	K00192	56.14
NC_019977.1_948	MAG_arc001	K00195	17.14
NC_019977.1_949	MAG_arc001	K00193	57.51
NC_019977.1_950	MAG_arc001	K07321	18.59
NC_019977.1_951	MAG_arc001	K00194	191.67
NC_019977.1_952	MAG_arc001	K00197	47.26
NC_019977.1_953	MAG_arc001		18.31
NC_019977.1_954	MAG_arc001		21.81
NC_019977.1_955	MAG_arc001		47.55
NC_019977.1_956	MAG_arc001	K07138	15.14
NC_019977.1_957	MAG_arc001		14.53
NC_019977.1_958	MAG_arc001	K06188	22.64
NC_019977.1_959	MAG_arc001	K07562	12.97
NC_019977.1_960	MAG_arc001	K01955; K06913	45.33
NC_019977.1_961	MAG_arc001	K03136	24.00
NC_019977.1_962	MAG_arc001	K07254	33.00
NC_019977.1_963	MAG_arc001	K03433	32.41
NC_019977.1_964	MAG_arc001	K07041	57.26
NC_019977.1_965	MAG_arc001	K01838	23.03
NC_019977.1_966	MAG_arc001		27.53
NC_019977.1_967	MAG_arc001	K03531	119.38
NC_019977.1_968	MAG_arc001		56.25
NC_019977.1_969	MAG_arc001		16.52
NC_019977.1_970	MAG_arc001	K15987	174.51
NC_019977.1_971	MAG_arc001		28.21
NC_019977.1_972	MAG_arc001	K14168	12.66
NC_019977.1_973	MAG_arc001	K08971	14.63
NC_019977.1_974	MAG_arc001	K07321	17.22
NC_019977.1_975	MAG_arc001	K13283	27.81
NC_019977.1_976	MAG_arc001	K01736	13.33
NC_019977.1_977	MAG_arc001	K02039	92.72
NC_019977.1_978	MAG_arc001	K08969	36.88
NC_019977.1_979	MAG_arc001	K07652	20.99
NC_019977.1_980	MAG_arc001	K07652	18.93
NC_019977.1_981	MAG_arc001	K01755	27.53
NC_019977.1_982	MAG_arc001	K01424; K09482	24.76
NC_019977.1_983	MAG_arc001	K09759	37.16
NC_019977.1_984	MAG_arc001	K01807	18.64
NC_019977.1_985	MAG_arc001		74.59
NC_019977.1_986	MAG_arc001	K07244	31.72
NC_019977.1_987	MAG_arc001	K07244	11.85
NC_019977.1_988	MAG_arc001		14.05
NC_019977.1_989	MAG_arc001		77.79
NC_019977.1_990	MAG_arc001		65.06
NC_019977.1_991	MAG_arc001		5.77
NC_019977.1_992	MAG_arc001	K03284	57.41
NC_019977.1_993	MAG_arc001	K03408	22.13
NC_019977.1_994	MAG_arc001	K03775	24.49
NC_019977.1_995	MAG_arc001	K00355	26.72
NC_019977.1_996	MAG_arc001	K03294	18.62
NC_019977.1_997	MAG_arc001	K16178	31.50
NC_019977.1_998	MAG_arc001	K16178	43.46
NC_019977.1_999	MAG_arc001	K16179	52.87
NC_019977.1_1000	MAG_arc001	K00936; K02486	67.99
NC_019977.1_1001	MAG_arc001	K13587; K22010	39.08
NC_019977.1_1002	MAG_arc001		14.68
NC_019977.1_1003	MAG_arc001	K02470	23.75
NC_019977.1_1004	MAG_arc001	K02469	21.93
NC_019977.1_1005	MAG_arc001	K06215	28.63
NC_019977.1_1006	MAG_arc001	K08681	13.77
NC_019977.1_1007	MAG_arc001		38.96
NC_019977.1_1008	MAG_arc001	K23356	42.53
NC_019977.1_1009	MAG_arc001		23.77
NC_019977.1_1010	MAG_arc001		10.08
NC_019977.1_1011	MAG_arc001	K07003	49.36
NC_019977.1_1012	MAG_arc001	K23518	15.63
NC_019977.1_1013	MAG_arc001	K01270	21.21
NC_019977.1_1014	MAG_arc001		18.44
NC_019977.1_1015	MAG_arc001	K03389; K08264	13.11
NC_019977.1_1016	MAG_arc001		68.21
NC_019977.1_1017	MAG_arc001		38.79
NC_019977.1_1018	MAG_arc001		19.64
NC_019977.1_1019	MAG_arc001	K01953; K06927	38.16
NC_019977.1_1020	MAG_arc001		39.73
NC_019977.1_1021	MAG_arc001	K17884	14.20
NC_019977.1_1022	MAG_arc001	K23264	51.16
NC_019977.1_1023	MAG_arc001	K01952; K23265	31.12
NC_019977.1_1024	MAG_arc001	K10743	36.22
NC_019977.1_1025	MAG_arc001	K07333	43.69
NC_019977.1_1026	MAG_arc001	K07332	42.88
NC_019977.1_1027	MAG_arc001		28.84
NC_019977.1_1028	MAG_arc001	K01890	13.61
NC_019977.1_1029	MAG_arc001	K07075	19.40
NC_019977.1_1030	MAG_arc001	K07075	34.47
NC_019977.1_1031	MAG_arc001		32.92
NC_019977.1_1032	MAG_arc001	K12410	41.89
NC_019977.1_1033	MAG_arc001		25.19
NC_019977.1_1034	MAG_arc001	K04751	29.11
NC_019977.1_1035	MAG_arc001	K03320	24.71
NC_019977.1_1036	MAG_arc001		13.24
NC_019977.1_1037	MAG_arc001		38.33
NC_019977.1_1038	MAG_arc001		17.18
NC_019977.1_1039	MAG_arc001		23.04
NC_019977.1_1040	MAG_arc001	K08970	36.94
NC_019977.1_1041	MAG_arc001		41.34
NC_019977.1_1042	MAG_arc001	K05601	42.30
NC_019977.1_1043	MAG_arc001		22.51
NC_019977.1_1044	MAG_arc001		24.70
NC_019977.1_1045	MAG_arc001		13.19
NC_019977.1_1046	MAG_arc001	K16137	43.12
NC_019977.1_1047	MAG_arc001		30.77
NC_019977.1_1048	MAG_arc001	K03388	25.59
NC_019977.1_1049	MAG_arc001	K00205	59.71
NC_019977.1_1050	MAG_arc001	K03330	9.55
NC_019977.1_1051	MAG_arc001		55.41
NC_019977.1_1052	MAG_arc001	K01956	21.94
NC_019977.1_1053	MAG_arc001	K01955	33.12
NC_019977.1_1054	MAG_arc001	K01940	14.29
NC_019977.1_1055	MAG_arc001		23.06
NC_019977.1_1056	MAG_arc001		23.86
NC_019977.1_1057	MAG_arc001	K01740	30.25
NC_019977.1_1058	MAG_arc001	K00641	29.54
NC_019977.1_1059	MAG_arc001	K07648	51.78
NC_019977.1_1060	MAG_arc001		14.11
NC_019977.1_1061	MAG_arc001	K01178	34.01
NC_019977.1_1062	MAG_arc001	K07013	32.87
NC_019977.1_1063	MAG_arc001	K07405	42.37
NC_019977.1_1064	MAG_arc001	K07405	52.67
NC_019977.1_1065	MAG_arc001	K16153	12.57
NC_019977.1_1066	MAG_arc001	K00965	53.23
NC_019977.1_1067	MAG_arc001	K08256; K16150	25.75
NC_019977.1_1068	MAG_arc001		15.43
NC_019977.1_1069	MAG_arc001	K22391	36.55
NC_019977.1_1070	MAG_arc001	K08482	18.74
NC_019977.1_1071	MAG_arc001		12.08
NC_019977.1_1072	MAG_arc001	K02491; K07652	20.46
NC_019977.1_1073	MAG_arc001		6.60
NC_019977.1_1074	MAG_arc001	K07097	22.49
NC_019977.1_1075	MAG_arc001	K03978	23.65
NC_019977.1_1076	MAG_arc001	K00688; K16153	15.89
NC_019977.1_1077	MAG_arc001	K18678	90.46
NC_019977.1_1078	MAG_arc001		15.92
NC_019977.1_1079	MAG_arc001	K01681	26.88
NC_019977.1_1080	MAG_arc001		15.28
NC_019977.1_1081	MAG_arc001	K01647	15.26
NC_019977.1_1082	MAG_arc001		18.31
NC_019977.1_1083	MAG_arc001		55.31
NC_019977.1_1084	MAG_arc001		55.64
NC_019977.1_1085	MAG_arc001		64.60
NC_019977.1_1086	MAG_arc001		24.40
NC_019977.1_1087	MAG_arc001	K02574	23.06
NC_019977.1_1088	MAG_arc001		68.73
NC_019977.1_1089	MAG_arc001	K05846	18.49
NC_019977.1_1090	MAG_arc001	K05846	41.71
NC_019977.1_1091	MAG_arc001	K05847	13.07
NC_019977.1_1092	MAG_arc001	K05845	26.15
NC_019977.1_1093	MAG_arc001	K04564	54.37
NC_019977.1_1094	MAG_arc001		51.15
NC_019977.1_1095	MAG_arc001		29.08
NC_019977.1_1096	MAG_arc001		18.16
NC_019977.1_1097	MAG_arc001		91.16
NC_019977.1_1098	MAG_arc001	K03924	34.47
NC_019977.1_1099	MAG_arc001		20.71
NC_019977.1_1100	MAG_arc001	K04518	33.56
NC_019977.1_1101	MAG_arc001		13.17
NC_019977.1_1102	MAG_arc001		38.60
NC_019977.1_1103	MAG_arc001	K03365; K11991	20.56
NC_019977.1_1104	MAG_arc001		58.69
NC_019977.1_1105	MAG_arc001		63.58
NC_019977.1_1106	MAG_arc001		19.84
NC_019977.1_1107	MAG_arc001		47.60
NC_019977.1_1108	MAG_arc001		85.30
NC_019977.1_1109	MAG_arc001	K15342	27.61
NC_019977.1_1110	MAG_arc001	K09951	29.61
NC_019977.1_1111	MAG_arc001	K07464	44.68
NC_019977.1_1112	MAG_arc001		21.39
NC_019977.1_1113	MAG_arc001	K00986	22.90
NC_019977.1_1114	MAG_arc001		41.50
NC_019977.1_1115	MAG_arc001	K07061	19.73
NC_019977.1_1116	MAG_arc001		28.15
NC_019977.1_1117	MAG_arc001		6.60
